audit_speed,audit_length,audit_height,audit_width,audit_gap,audit_headway,audit_occupancy,vehicleClass
77.0,12500,4080,2520,3917,4063,647,มากกว่า 6 
56.0,8579,3770,2620,1686,2200,547,มากกว่า 6 
84.0,3854,1440,1430,1669,1867,164,4 ล้อ
95.0,3927,1450,1220,2237,2433,147,4 ล้อ
78.0,3229,1370,1310,784,948,147,4 ล้อ
92.0,4699,1650,700,1149,1297,182,4 ล้อ
68.0,9427,3950,2610,6174,6372,491,มากกว่า 6 
73.0,10142,3750,2530,15517,15748,496,6 ล้อ
71.0,9038,3910,2580,4432,4596,458,มากกว่า 6 
73.0,15308,4030,2550,12398,12941,746,มากกว่า 6 
74.0,11938,3720,2740,1165,1346,577,6 ล้อ
84.0,3828,1440,1530,952,1101,163,4 ล้อ
88.0,3665,1410,1180,2304,2485,148,4 ล้อ
85.0,4712,1770,1660,2570,2735,198,4 ล้อ
92.0,4154,2420,1700,1412,1611,161,4 ล้อ
84.0,4211,1680,1520,1554,1751,180,4 ล้อ
71.0,13988,4040,2510,2331,2545,701,มากกว่า 6 
75.0,9652,3080,2430,4488,4980,461,6 ล้อ
78.0,8775,3410,2470,17877,18320,401,6 ล้อ
58.0,9729,3790,2520,1779,2414,599,6 ล้อ
59.0,8358,3420,2430,1881,2130,509,6 ล้อ
67.0,10247,3970,2650,4384,4583,546,มากกว่า 6 
76.0,9080,3810,2600,8528,8740,424,6 ล้อ
62.0,17061,4320,2560,3464,3631,977,มากกว่า 6 
93.0,12752,3860,2290,1521,1684,492,6 ล้อ
8.0,8000,3310,2480,1396,3245,2280,6 ล้อ
85.0,3480,1650,1190,3669,3881,147,4 ล้อ
87.0,8000,4210,2460,1818,2064,328,6 ล้อ
82.0,8261,3740,2360,3537,3718,358,6 ล้อ
79.0,8000,3360,2470,1421,1585,326,6 ล้อ
64.0,9709,3840,2580,4218,4299,546,6 ล้อ
55.0,10189,3910,2630,4045,4460,663,มากกว่า 6 
54.0,16754,4490,2490,10411,10576,1112,มากกว่า 6 
61.0,9320,3830,2200,16656,16834,542,6 ล้อ
58.0,12129,3400,2550,3033,3264,744,มากกว่า 6 
82.0,12157,3410,2530,27917,28100,532,มากกว่า 6 
76.0,8000,3320,2310,2484,2732,359,6 ล้อ
25.0,10141,3520,2470,1601,2201,1434,6 ล้อ
43.0,12500,4080,2480,2251,2583,1080,มากกว่า 6 
74.0,4417,1770,1720,1001,1248,213,4 ล้อ
80.0,4032,1450,1690,1170,1334,180,4 ล้อ
96.0,3967,1410,1610,4914,5061,147,4 ล้อ
74.0,11886,4270,2680,2915,3163,574,มากกว่า 6 
70.0,8409,3230,2520,3990,4731,428,6 ล้อ
82.0,4834,2870,1600,1068,1233,211,4 ล้อ
83.0,8000,3640,2330,8147,8657,334,6 ล้อ
73.0,10423,3810,2610,1850,2113,513,6 ล้อ
96.0,3504,1390,1570,1855,1986,130,4 ล้อ
79.0,8000,3480,2500,9162,9377,359,6 ล้อ
82.0,17000,3450,1910,1503,1601,743,มากกว่า 6 
85.0,8472,3820,2590,3284,3481,358,6 ล้อ
69.0,8657,3530,2550,10957,11152,447,6 ล้อ
72.0,8000,3080,2540,22978,23109,343,6 ล้อ
69.0,13000,3550,2660,6464,6927,516,มากกว่า 6 
75.0,13000,4140,2440,10908,11073,524,มากกว่า 6 
76.0,4149,2100,1720,4882,5078,195,4 ล้อ
94.0,3423,1430,1470,1085,1215,130,4 ล้อ
0.0,0,3650,2530,9180,9376,1219,มากกว่า 6 
70.0,10104,3780,2290,4810,4958,512,6 ล้อ
69.0,17002,3520,2420,5445,5659,883,มากกว่า 6 
95.0,3432,1790,1650,20697,20878,129,4 ล้อ
71.0,10636,3730,2480,5531,5760,536,6 ล้อ
75.0,9188,3940,2680,9222,9403,440,6 ล้อ
71.0,16926,4430,2470,669,901,857,มากกว่า 6 
66.0,13000,4240,2490,1395,1527,624,มากกว่า 6 
64.0,16455,4490,2510,4034,4214,912,มากกว่า 6 
91.0,4164,1430,1580,3000,3179,164,4 ล้อ
102.0,9318,3540,2440,15523,15705,326,6 ล้อ
72.0,8949,3130,2180,8694,8858,445,มากกว่า 6 
98.0,5000,2200,1320,2451,2582,146,4 ล้อ
77.0,8000,2370,2450,8730,9262,346,6 ล้อ
98.0,4029,1630,1520,15554,15701,147,4 ล้อ
85.0,4640,2820,1760,1982,2227,194,4 ล้อ
37.0,8925,3430,2440,3579,4094,863,6 ล้อ
85.0,3869,1620,1400,2502,2667,163,4 ล้อ
94.0,3863,1430,1750,723,888,146,4 ล้อ
82.0,4926,1700,1580,2597,2779,214,4 ล้อ
79.0,4348,1740,1730,1619,1784,196,4 ล้อ
11.0,5154,1460,1930,4098,5281,1582,4 ล้อ
64.0,19422,4010,2580,1952,2100,1091,มากกว่า 6 
71.0,8126,3680,2500,3119,3617,409,6 ล้อ
61.0,10858,2600,2530,5033,5598,634,มากกว่า 6 
68.0,16416,3790,2430,5350,5531,862,มากกว่า 6 
68.0,17646,3170,2750,11741,11939,928,มากกว่า 6 
62.0,8000,3160,2380,2531,2729,359,6 ล้อ
90.0,8000,3320,2500,35998,36177,314,6 ล้อ
67.0,16127,4410,2510,6974,7171,857,มากกว่า 6 
50.0,9947,3820,2590,2600,2898,708,มากกว่า 6 
70.0,10006,3890,2610,10472,10670,513,6 ล้อ
67.0,8591,3740,2300,11953,12168,458,6 ล้อ
107.0,3392,1400,1440,1103,1284,114,4 ล้อ
78.0,4645,1740,1720,2214,2430,213,4 ล้อ
68.0,10466,3730,2550,723,1416,547,6 ล้อ
74.0,20000,4090,2720,17539,17898,974,มากกว่า 6 
82.0,10837,4360,2360,8240,8405,474,มากกว่า 6 
90.0,4533,1760,1660,9258,9422,180,4 ล้อ
86.0,4332,1940,1680,1454,1618,179,4 ล้อ
94.0,3866,1540,1640,1500,1649,147,4 ล้อ
83.0,10301,3890,2570,10697,10845,446,6 ล้อ
93.0,3408,1440,1450,7475,7623,131,4 ล้อ
62.0,9460,3990,2570,904,1287,541,6 ล้อ
79.0,10979,3800,2610,6098,6262,497,6 ล้อ
74.0,9726,3740,2470,1602,1816,467,6 ล้อ
66.0,20000,3940,2310,1151,1383,1143,มากกว่า 6 
62.0,9916,3930,2630,3816,4047,574,6 ล้อ
73.0,16740,4390,2520,18883,19894,823,มากกว่า 6 
67.0,5000,2280,1760,621,802,263,4 ล้อ
73.0,9759,3740,2500,3630,3795,475,6 ล้อ
61.0,9603,3950,2560,807,1068,558,มากกว่า 6 
43.0,18416,3880,2610,5416,5865,1511,มากกว่า 6 
67.0,9694,3450,2540,19597,19746,517,มากกว่า 6 
74.0,8546,3270,2320,6858,7056,414,6 ล้อ
95.0,3950,930,310,1551,1717,148,4 ล้อ
27.0,6233,2630,1710,1235,1767,813,6 ล้อ
70.0,6811,3420,1970,2019,2599,346,6 ล้อ
60.0,10064,3950,2580,1899,2313,596,6 ล้อ
60.0,17815,3480,2600,5612,6226,1059,มากกว่า 6 
55.0,13000,3360,2640,6362,6509,760,มากกว่า 6 
102.0,5082,2670,1340,6877,7057,179,4 ล้อ
73.0,17914,3830,2720,23854,24322,875,มากกว่า 6 
52.0,9915,3680,2500,3631,3979,684,มากกว่า 6 
73.0,5048,1860,1200,0,0,247,4 ล้อ
79.0,8817,3510,2490,9872,10087,396,6 ล้อ
34.0,5214,2230,1780,2660,3142,546,4 ล้อ
81.0,8466,3690,2360,4115,4379,375,6 ล้อ
64.0,16830,3420,2540,6982,7144,933,มากกว่า 6 
68.0,9045,3870,1600,6748,6879,476,6 ล้อ
64.0,12500,4110,2600,13708,13955,742,มากกว่า 6 
43.0,15280,4430,1680,3416,3780,1258,มากกว่า 6 
85.0,3872,1720,1520,996,1195,163,4 ล้อ
46.0,9136,3360,2400,2228,2643,713,6 ล้อ
86.0,3526,1490,1500,2383,2565,147,4 ล้อ
86.0,3928,1360,1330,1063,1244,164,4 ล้อ
78.0,11919,3570,2070,1985,2183,544,6 ล้อ
93.0,9438,3580,2450,6112,6576,363,มากกว่า 6 
73.0,17000,3540,2610,1653,1835,795,มากกว่า 6 
72.0,9631,3650,2520,7628,7792,479,มากกว่า 6 
94.0,5159,1730,1610,1482,1713,197,4 ล้อ
54.0,17422,4490,2500,2337,2584,1145,มากกว่า 6 
71.0,16259,4430,2480,10349,10858,824,มากกว่า 6 
102.0,3252,1420,1390,27653,27818,113,4 ล้อ
64.0,16270,4450,2490,9825,9989,907,มากกว่า 6 
67.0,9775,3930,2560,4450,5042,524,มากกว่า 6 
77.0,9180,3840,2250,11474,11672,425,6 ล้อ
67.0,17210,3480,2560,7943,8190,917,มากกว่า 6 
73.0,8309,3790,2580,10178,10969,408,6 ล้อ
57.0,11143,4060,2540,34632,34729,691,6 ล้อ
78.0,5000,2200,1440,3269,3433,213,4 ล้อ
68.0,15990,4460,2550,4960,5407,841,มากกว่า 6 
89.0,4078,1680,1500,8128,8309,163,4 ล้อ
66.0,11481,4260,2470,1665,2163,624,มากกว่า 6 
118.0,5200,1760,1550,3767,3947,163,4 ล้อ
97.0,3961,1740,1450,6884,7063,146,4 ล้อ
84.0,4600,1880,1660,1431,1579,196,4 ล้อ
14.0,5200,1980,1840,2976,4174,1330,4 ล้อ
89.0,4421,2600,1920,1020,1135,177,4 ล้อ
72.0,8974,3700,2570,2867,2981,445,6 ล้อ
99.0,4996,1670,1550,1054,1218,180,4 ล้อ
28.0,5200,2220,1740,2680,3546,1065,4 ล้อ
101.0,4170,1620,1520,1149,1279,147,4 ล้อ
93.0,9065,3270,2270,3127,3258,347,6 ล้อ
98.0,3600,1370,970,10760,10925,131,4 ล้อ
106.0,4358,1820,1690,6181,6312,147,4 ล้อ
66.0,11280,4250,2480,10158,10323,607,มากกว่า 6 
69.0,9512,3850,2580,7294,7705,495,6 ล้อ
66.0,8318,2950,2420,3892,4092,451,6 ล้อ
79.0,3984,1330,1460,617,847,180,4 ล้อ
80.0,4750,2860,1440,2099,2263,211,4 ล้อ
54.0,9549,3830,2520,7190,7555,625,6 ล้อ
122.0,3894,1370,1370,2262,2410,114,4 ล้อ
87.0,4801,1640,1710,1221,1385,197,4 ล้อ
64.0,10189,3840,2710,5636,6562,569,มากกว่า 6 
103.0,4257,1400,1710,14501,14632,147,4 ล้อ
73.0,17000,3990,2610,3216,3397,825,มากกว่า 6 
65.0,13000,3510,2530,3798,4079,660,มากกว่า 6 
82.0,8000,2450,2430,4553,5479,346,6 ล้อ
69.0,8000,2870,2340,1937,2217,381,6 ล้อ
55.0,15674,4050,2500,5182,6112,1008,มากกว่า 6 
84.0,6953,2210,2230,10564,11023,296,6 ล้อ
64.0,20000,3980,2600,2550,2748,1151,มากกว่า 6 
49.0,9938,3570,2500,1535,1783,718,6 ล้อ
92.0,3342,1540,1710,2765,2913,130,4 ล้อ
61.0,17262,3630,2750,11773,12188,1009,มากกว่า 6 
73.0,9669,3970,2600,5425,5590,475,6 ล้อ
25.0,4884,1790,1520,2097,2796,697,4 ล้อ
103.0,4249,1620,840,36299,36414,148,4 ล้อ
87.0,2784,1390,930,1101,1281,114,4 ล้อ
62.0,8833,3830,2550,14565,14763,508,6 ล้อ
72.0,8000,3300,2340,9311,9495,361,6 ล้อ
73.0,15252,3780,2560,6331,6526,742,มากกว่า 6 
79.0,4338,1780,1700,551,717,196,4 ล้อ
70.0,12355,3320,2550,4764,4828,631,มากกว่า 6 
72.0,10771,3870,2570,1053,1316,535,6 ล้อ
78.0,8610,2660,2480,4531,4778,395,6 ล้อ
48.0,8000,2790,2290,4567,4816,466,6 ล้อ
62.0,9688,3900,2450,1030,1211,560,6 ล้อ
85.0,9329,3960,2560,2140,2869,391,6 ล้อ
73.0,18000,4070,2520,4662,4779,930,มากกว่า 6 
57.0,8570,2960,2270,2731,2964,533,6 ล้อ
73.0,9071,3760,2520,1381,1629,442,6 ล้อ
69.0,8000,2640,1960,5744,5908,296,6 ล้อ
84.0,10024,3870,2590,1305,1469,426,6 ล้อ
74.0,9177,3850,2540,6580,6795,441,6 ล้อ
69.0,10161,3760,2720,10003,10185,530,6 ล้อ
69.0,9872,3900,2620,669,818,513,6 ล้อ
54.0,15047,4410,2510,3885,4511,990,มากกว่า 6 
0.0,0,2830,2760,25958,26318,793,มากกว่า 6 
89.0,3249,1410,1340,1188,1401,130,4 ล้อ
86.0,4343,1370,1271,2317,2531,181,4 ล้อ
88.0,4432,1740,1600,1799,1964,180,4 ล้อ
101.0,3658,1440,1400,9359,9506,130,4 ล้อ
60.0,15833,4090,2320,3038,3499,941,มากกว่า 6 
73.0,17000,3210,1690,51802,52000,763,มากกว่า 6 
42.0,4505,1450,1660,831,1230,381,4 ล้อ
77.0,8831,3410,2500,7299,7562,409,6 ล้อ
105.0,4869,1370,1010,3095,3209,165,4 ล้อ
92.0,4627,1670,1610,2148,2313,180,4 ล้อ
70.0,8000,2620,1950,5277,5559,329,6 ล้อ
80.0,9204,3100,2470,3313,3463,412,6 ล้อ
88.0,3193,1500,1420,8444,8641,130,4 ล้อ
68.0,9478,3560,2560,2255,2518,497,มากกว่า 6 
86.0,9905,3870,2550,2421,2797,413,6 ล้อ
98.0,3547,1670,1610,1717,1865,129,4 ล้อ
101.0,4611,1800,1670,11645,11874,164,4 ล้อ
61.0,17006,4470,2530,3051,3182,992,มากกว่า 6 
69.0,8000,3620,2440,1184,1382,392,6 ล้อ
66.0,16080,4070,2500,1337,2195,874,มากกว่า 6 
95.0,4724,2620,1420,3844,4010,178,4 ล้อ
72.0,9536,3800,2600,14255,14650,475,6 ล้อ
87.0,5000,2240,1610,8347,8496,195,4 ล้อ
97.0,4442,1410,1610,3234,3383,164,4 ล้อ
96.0,5200,1830,1760,3663,3861,198,4 ล้อ
83.0,4547,1770,1750,2016,2213,196,4 ล้อ
21.0,10866,3890,2620,1505,2571,1818,มากกว่า 6 
52.0,4369,1790,1550,1545,1794,297,4 ล้อ
78.0,9786,4050,2300,1288,1469,450,มากกว่า 6 
88.0,16667,4080,2100,7444,7642,675,มากกว่า 6 
64.0,8000,3010,2580,958,1467,426,มากกว่า 6 
55.0,15593,4380,2570,30010,30552,1007,มากกว่า 6 
70.0,17000,3850,2700,7942,8124,761,6 ล้อ
49.0,8000,3100,2380,2651,2949,476,6 ล้อ
82.0,17697,4080,2540,4547,4795,771,มากกว่า 6 
38.0,9422,3780,2550,3445,3727,891,6 ล้อ
66.0,10943,3790,2590,14839,15036,596,6 ล้อ
65.0,18000,4570,2650,7025,7172,1176,มากกว่า 6 
64.0,9158,3820,2200,12857,12971,508,6 ล้อ
69.0,16152,4040,2480,2015,2210,841,มากกว่า 6 
71.0,20000,3540,3070,2416,2697,1078,มากกว่า 6 
62.0,15974,4510,2630,4540,5348,923,มากกว่า 6 
107.0,4874,1510,1570,2348,2496,163,4 ล้อ
74.0,4084,1820,1640,1019,1217,196,4 ล้อ
80.0,8100,3600,2410,5908,6241,362,6 ล้อ
136.0,4948,1610,1710,18200,18398,130,4 ล้อ
97.0,3992,1410,1280,11807,11938,147,4 ล้อ
65.0,6614,2220,2390,1557,2498,363,6 ล้อ
80.0,17454,4530,2510,4429,5376,777,มากกว่า 6 
61.0,8260,2950,2280,22976,23123,480,มากกว่า 6 
65.0,16753,3570,2420,1968,2247,927,มากกว่า 6 
61.0,17714,4450,2480,8023,8222,1029,มากกว่า 6 
75.0,15626,4440,2490,9657,9888,741,มากกว่า 6 
103.0,4237,1420,1510,4498,4629,147,4 ล้อ
81.0,8652,3490,2410,17353,17501,380,6 ล้อ
65.0,12046,3410,2390,1532,1682,662,6 ล้อ
116.0,4219,1330,1230,20263,20428,130,4 ล้อ
39.0,9518,3960,2600,3498,3763,858,มากกว่า 6 
78.0,17682,4440,2520,3329,3409,812,มากกว่า 6 
80.0,17690,4290,2740,2268,2497,792,มากกว่า 6 
69.0,8213,3350,2480,5742,5991,426,6 ล้อ
95.0,3458,1480,1390,3318,3483,130,4 ล้อ
98.0,4474,1730,1480,8509,8687,164,4 ล้อ
67.0,8000,3180,2600,2786,2999,426,มากกว่า 6 
86.0,3935,1770,1730,3449,3613,163,4 ล้อ
62.0,8000,2880,2230,1300,1563,446,มากกว่า 6 
86.0,3551,1420,1430,834,1032,147,4 ล้อ
66.0,18000,3630,2600,2280,2495,988,มากกว่า 6 
74.0,9995,3810,2600,2113,2261,480,6 ล้อ
80.0,18000,4330,2550,682,815,934,มากกว่า 6 
97.0,4909,1780,1780,5253,5746,181,4 ล้อ
118.0,3755,1510,1660,5262,5409,113,4 ล้อ
68.0,9624,3880,2600,8525,8756,507,6 ล้อ
84.0,3089,1210,150,8226,8340,132,4 ล้อ
72.0,9626,3680,2560,3495,3659,479,6 ล้อ
93.0,5000,2070,1450,4081,4229,145,4 ล้อ
87.0,5000,1970,1850,1025,1203,178,4 ล้อ
80.0,9519,3820,2460,4607,4924,425,6 ล้อ
73.0,8000,2710,2320,6890,7458,363,6 ล้อ
103.0,5200,1760,1740,1415,1579,180,4 ล้อ
70.0,9352,3910,2570,19004,19447,474,6 ล้อ
59.0,9558,3860,2590,1290,1570,574,6 ล้อ
77.0,11817,4120,2530,386,634,545,6 ล้อ
79.0,10180,3830,2600,6812,7011,463,6 ล้อ
61.0,17364,3960,2530,3073,3517,1009,มากกว่า 6 
91.0,5000,2160,1070,36147,36313,180,4 ล้อ
66.0,10107,3750,2520,2497,2662,546,6 ล้อ
83.0,3787,1650,1640,1619,1800,163,4 ล้อ
78.0,3560,1440,1510,932,1113,164,4 ล้อ
64.0,8828,3770,2550,7665,7862,491,6 ล้อ
22.0,4238,1420,1690,1595,2228,681,4 ล้อ
46.0,4841,2950,1470,4568,4950,378,4 ล้อ
55.0,16403,4440,2500,2033,2166,1062,มากกว่า 6 
93.0,3835,1650,1730,783,964,147,4 ล้อ
71.0,10532,4160,2700,2283,2749,530,6 ล้อ
70.0,12062,3290,2590,14090,14271,614,มากกว่า 6 
65.0,16993,4500,2500,4750,4981,929,มากกว่า 6 
65.0,10440,3310,2580,8141,8307,576,มากกว่า 6 
64.0,10453,3860,2430,3647,3778,580,6 ล้อ
71.0,9076,3710,2550,2621,3130,458,6 ล้อ
75.0,16529,4080,2510,8122,8253,791,มากกว่า 6 
88.0,14120,4400,1850,2386,2601,574,มากกว่า 6 
82.0,12414,3570,2550,4098,4262,544,6 ล้อ
62.0,8936,3440,2420,2133,2397,514,6 ล้อ
96.0,3968,1660,1420,4445,4593,147,4 ล้อ
77.0,12500,3940,2460,7002,7214,630,มากกว่า 6 
98.0,4518,1350,1580,1000,1147,164,4 ล้อ
83.0,10358,3880,2400,10296,11137,447,มากกว่า 6 
63.0,18000,3370,2470,3299,3564,1051,มากกว่า 6 
99.0,5200,1870,1540,1038,1219,197,4 ล้อ
61.0,9643,3830,2570,2367,2663,563,6 ล้อ
99.0,4547,1360,1740,2645,2809,165,4 ล้อ
72.0,18711,3980,2560,1301,1548,924,มากกว่า 6 
101.0,3670,1540,1460,16783,16931,130,4 ล้อ
80.0,6186,2940,2250,5250,5398,277,6 ล้อ
71.0,6861,2240,2420,854,1084,345,6 ล้อ
53.0,9889,3830,2600,3316,3898,662,6 ล้อ
90.0,4524,1450,1720,1787,1968,180,4 ล้อ
39.0,17886,3190,2600,2350,2732,1648,มากกว่า 6 
73.0,9768,3820,2610,3264,3428,475,6 ล้อ
78.0,9698,3860,1860,1567,1945,442,6 ล้อ
86.0,5000,2180,1700,2502,2666,179,4 ล้อ
55.0,15757,3820,2450,6296,6477,1017,มากกว่า 6 
82.0,7642,2240,2300,7383,7614,333,6 ล้อ
68.0,5582,2840,2230,2268,2715,293,6 ล้อ
71.0,10612,2990,2390,8979,9125,533,6 ล้อ
37.0,10374,3910,2590,2147,2982,984,6 ล้อ
74.0,8000,3160,2140,13444,13656,377,6 ล้อ
101.0,4627,1410,1710,1916,2113,163,4 ล้อ
70.0,17082,3520,2620,8794,9025,875,มากกว่า 6 
87.0,3992,1390,1760,1382,1580,163,4 ล้อ
55.0,13139,3370,2610,803,1413,846,มากกว่า 6 
20.0,4730,1960,1730,2145,3094,813,4 ล้อ
110.0,4573,1600,1280,69976,70125,148,4 ล้อ
66.0,9453,3850,2570,6495,6693,508,6 ล้อ
22.0,3805,1450,1359,2116,2831,598,4 ล้อ
89.0,4889,1650,1690,1985,2200,197,4 ล้อ
73.0,8000,3470,2520,4901,5065,380,6 ล้อ
119.0,4876,1700,1550,9045,9175,147,4 ล้อ
80.0,8000,3180,2460,4350,4562,310,6 ล้อ
90.0,4123,1580,1640,2866,3062,164,4 ล้อ
74.0,8587,3110,2200,4081,4262,412,มากกว่า 6 
69.0,15959,4480,2130,5480,5642,825,มากกว่า 6 
93.0,2958,1390,1360,973,1154,113,4 ล้อ
54.0,9136,3720,2560,5585,6045,609,6 ล้อ
86.0,4347,1790,1510,5366,5514,181,4 ล้อ
71.0,8000,3370,2410,11691,12522,342,6 ล้อ
72.0,10323,3780,2580,5447,5928,513,6 ล้อ
66.0,9689,3900,2580,1370,2332,524,6 ล้อ
96.0,3486,1410,1480,4745,4894,130,4 ล้อ
69.0,16445,3620,2500,2536,2718,850,มากกว่า 6 
66.0,9805,3800,2570,11886,12051,529,6 ล้อ
119.0,5419,2220,1680,7077,7242,163,4 ล้อ
77.0,6401,2570,1400,1104,1251,296,6 ล้อ
57.0,13000,4320,2510,1333,1911,725,มากกว่า 6 
91.0,3332,1390,1420,6994,7159,130,4 ล้อ
74.0,16265,4510,2530,17387,17618,790,มากกว่า 6 
100.0,6798,3330,1770,2203,2385,243,6 ล้อ
50.0,16521,3600,2360,5285,5466,1180,มากกว่า 6 
70.0,9652,3720,2600,9023,9188,492,6 ล้อ
64.0,9877,3820,2580,2134,2282,548,6 ล้อ
94.0,4766,1850,1480,5047,5194,181,4 ล้อ
85.0,4631,2390,1500,5481,5612,195,4 ล้อ
93.0,5114,2240,1730,11058,11222,196,4 ล้อ
71.0,9885,4000,2430,8193,8655,499,6 ล้อ
45.0,4753,2410,1490,1536,2547,379,4 ล้อ
67.0,9460,3910,2640,8060,8209,507,6 ล้อ
54.0,9318,3370,2390,4299,4696,611,มากกว่า 6 
96.0,3953,1810,1580,2052,2233,146,4 ล้อ
106.0,4851,1440,1820,1082,1246,164,4 ล้อ
102.0,3711,1430,1450,1430,1597,130,4 ล้อ
59.0,9563,3790,2600,12236,12417,574,6 ล้อ
39.0,4234,1640,1710,1337,1686,381,4 ล้อ
89.0,4501,1810,1690,1030,1195,180,4 ล้อ
76.0,3843,1890,1540,10211,10408,180,4 ล้อ
69.0,9889,3880,2640,26878,27189,513,6 ล้อ
52.0,16560,4120,2490,10759,11584,1141,มากกว่า 6 
78.0,16674,4150,2540,2318,2532,762,มากกว่า 6 
73.0,10137,3870,2550,1166,1347,496,6 ล้อ
92.0,4246,1470,1320,2132,2330,164,4 ล้อ
91.0,5000,2250,1870,16481,16613,163,4 ล้อ
0.0,0,2990,2590,1077,1277,999,มากกว่า 6 
109.0,4013,1770,810,1915,2064,131,4 ล้อ
54.0,13000,3020,2260,7183,7975,816,6 ล้อ
77.0,5000,2910,2100,6352,7061,211,6 ล้อ
75.0,9570,3730,2580,12087,12218,458,6 ล้อ
82.0,9732,3800,2580,2771,3546,425,6 ล้อ
56.0,10970,3810,2540,3096,3793,701,6 ล้อ
26.0,4644,1430,1680,2165,2681,631,4 ล้อ
98.0,4939,1790,1670,700,864,180,4 ล้อ
78.0,10103,3930,2690,11123,12032,463,มากกว่า 6 
91.0,4174,1560,1470,2104,2284,164,4 ล้อ
62.0,19603,3940,2660,8013,8526,1126,มากกว่า 6 
34.0,8000,3170,2320,4013,4378,710,6 ล้อ
64.0,8000,2510,1980,1631,2116,446,6 ล้อ
68.0,17239,4430,2490,1433,1662,912,มากกว่า 6 
61.0,16670,4110,2510,4129,4293,979,มากกว่า 6 
99.0,4947,1890,1630,1034,1199,179,4 ล้อ
92.0,4200,1340,1370,1216,1397,163,4 ล้อ
88.0,4471,1430,1550,1632,1830,180,4 ล้อ
88.0,3613,1340,1540,14704,14835,147,4 ล้อ
82.0,9892,3530,2530,2722,3248,432,6 ล้อ
58.0,16134,3870,2570,5048,5262,995,มากกว่า 6 
90.0,4498,2710,1310,8065,8230,178,4 ล้อ
67.0,9959,3940,2590,608,1133,530,มากกว่า 6 
95.0,5200,1930,1480,2122,2286,197,4 ล้อ
86.0,4334,1780,1700,3170,3366,179,4 ล้อ
62.0,18000,3620,2590,14823,15116,1230,มากกว่า 6 
65.0,10254,3770,2390,30936,31454,567,6 ล้อ
101.0,4201,1500,1530,5428,5592,148,4 ล้อ
99.0,4439,2820,1570,6094,6208,161,4 ล้อ
70.0,16567,3560,2450,6598,6777,845,มากกว่า 6 
87.0,3574,1440,1670,1666,1847,147,4 ล้อ
64.0,20000,4040,2630,3993,4259,1127,มากกว่า 6 
73.0,4334,1700,1570,1186,1367,213,4 ล้อ
78.0,10710,3820,2640,3248,3396,493,6 ล้อ
84.0,5059,1810,1150,3447,3628,214,4 ล้อ
79.0,9347,3950,2590,5797,6029,424,มากกว่า 6 
89.0,14363,3700,2470,17368,17516,579,มากกว่า 6 
71.0,4891,2770,1460,420,652,245,4 ล้อ
67.0,11394,3560,2040,770,1398,609,6 ล้อ
65.0,9709,3490,2300,2283,2498,530,6 ล้อ
74.0,13000,3980,2520,7577,7759,565,6 ล้อ
0.0,0,2600,2400,15701,15833,777,มากกว่า 6 
69.0,10667,3790,2620,11529,12120,550,6 ล้อ
75.0,16319,3460,2510,583,1069,778,มากกว่า 6 
73.0,9061,3620,2510,749,1015,442,6 ล้อ
82.0,8613,3670,2540,6765,6911,375,6 ล้อ
72.0,18228,4190,2630,5977,6157,899,มากกว่า 6 
61.0,10560,3810,2620,5775,5889,613,6 ล้อ
81.0,8631,3230,2370,7798,7960,381,6 ล้อ
78.0,7228,2390,2250,7831,8356,329,6 ล้อ
43.0,10996,3530,2530,4235,4516,903,มากกว่า 6 
116.0,4231,1390,1370,58657,58805,130,4 ล้อ
101.0,5200,2040,1740,1221,1352,198,4 ล้อ
71.0,13000,4080,2580,5783,6227,609,มากกว่า 6 
86.0,4751,1630,1680,1698,1863,197,4 ล้อ
25.0,11739,4470,2570,5599,5982,1635,มากกว่า 6 
0.0,0,4660,2610,92460,92624,1643,มากกว่า 6 
66.0,8143,3790,2490,2763,2811,441,มากกว่า 6 
52.0,18000,4440,2500,633,932,1345,มากกว่า 6 
65.0,10654,3780,2650,1224,2148,582,6 ล้อ
71.0,10809,4210,2500,7750,8675,541,มากกว่า 6 
107.0,3941,1450,1140,6817,6964,131,4 ล้อ
113.0,4120,1410,1400,18033,18164,130,4 ล้อ
87.0,8000,3370,2410,11044,11308,313,6 ล้อ
92.0,7574,3510,1660,8091,8256,296,6 ล้อ
105.0,4335,1400,790,3529,3677,148,4 ล้อ
60.0,17143,3590,2480,10125,10540,1016,มากกว่า 6 
70.0,15215,4440,2500,5213,5410,774,มากกว่า 6 
95.0,4802,1410,1640,670,868,181,4 ล้อ
64.0,9829,3810,2570,29201,29333,546,6 ล้อ
52.0,13892,3910,2000,2233,3163,946,6 ล้อ
77.0,9561,3830,2510,9863,10289,441,6 ล้อ
83.0,17208,3580,2580,3730,3927,745,มากกว่า 6 
59.0,8000,2650,2270,5762,5943,379,6 ล้อ
65.0,16168,4430,2520,5099,5295,891,มากกว่า 6 
66.0,10834,4050,2560,7859,8007,584,6 ล้อ
106.0,2865,1580,1210,5414,5563,96,4 ล้อ
83.0,5000,2180,1130,10091,10222,196,4 ล้อ
88.0,10572,3820,2470,21331,21595,430,6 ล้อ
54.0,9637,3850,2640,5413,5609,641,6 ล้อ
60.0,16804,4410,2490,17118,17366,996,มากกว่า 6 
60.0,9807,3800,2590,1667,1932,580,6 ล้อ
69.0,17362,3640,2410,14191,14672,901,มากกว่า 6 
